
  0%|          | 0/500 [00:00<?, ?it/s]
[VAL] Best epoch 1 | Best val score -0.623880 | DKL-prior 0.000063 | BCE 0.675492 | auROC 0.6239:   0%|          | 0/500 [00:33<?, ?it/s]
[VAL] Best epoch 92 | Best val score -0.862276 | DKL-prior 0.000479 | BCE 0.462586 | auROC 0.8623:  18%|█▊        | 91/500 [46:06<3:23:22, 29.83s/it]
[VAL] Best epoch 92 | Best val score -0.862276 | DKL-prior 0.000479 | BCE 0.462586 | auROC 0.8623:  18%|█▊        | 92/500 [46:06<3:23:34, 29.94s/it]
[VAL] Best epoch 93 | Best val score -0.862954 | DKL-prior 0.000420 | BCE 0.462301 | auROC 0.8630:  18%|█▊        | 92/500 [46:36<3:23:34, 29.94s/it]
[VAL] Best epoch 93 | Best val score -0.862954 | DKL-prior 0.000420 | BCE 0.462301 | auROC 0.8630:  18%|█▊        | 92/500 [46:36<3:23:34, 29.94s/it]
[VAL] Best epoch 93 | Best val score -0.862954 | DKL-prior 0.000420 | BCE 0.462301 | auROC 0.8630:  19%|█▊        | 93/500 [46:36<3:23:04, 29.94s/it]
[VAL] Best epoch 93 | Best val score -0.862954 | DKL-prior 0.000420 | BCE 0.462301 | auROC 0.8630:  19%|█▉        | 94/500 [47:06<3:22:39, 29.95s/it]
[VAL] Best epoch 93 | Best val score -0.862954 | DKL-prior 0.000420 | BCE 0.462301 | auROC 0.8630:  19%|█▉        | 95/500 [47:36<3:22:09, 29.95s/it]
[VAL] Best epoch 93 | Best val score -0.862954 | DKL-prior 0.000420 | BCE 0.462301 | auROC 0.8630:  19%|█▉        | 96/500 [48:06<3:21:38, 29.95s/it]
[VAL] Best epoch 97 | Best val score -0.863586 | DKL-prior 0.000446 | BCE 0.465661 | auROC 0.8636:  19%|█▉        | 96/500 [48:36<3:21:38, 29.95s/it]
[VAL] Best epoch 97 | Best val score -0.863586 | DKL-prior 0.000446 | BCE 0.465661 | auROC 0.8636:  19%|█▉        | 96/500 [48:36<3:21:38, 29.95s/it]
[VAL] Best epoch 97 | Best val score -0.863586 | DKL-prior 0.000446 | BCE 0.465661 | auROC 0.8636:  19%|█▉        | 97/500 [48:36<3:20:40, 29.88s/it]
[VAL] Best epoch 97 | Best val score -0.863586 | DKL-prior 0.000446 | BCE 0.465661 | auROC 0.8636:  20%|█▉        | 98/500 [49:06<3:20:13, 29.88s/it]
[VAL] Best epoch 97 | Best val score -0.863586 | DKL-prior 0.000446 | BCE 0.465661 | auROC 0.8636:  20%|█▉        | 99/500 [49:36<3:19:57, 29.92s/it]
[VAL] Best epoch 100 | Best val score -0.866744 | DKL-prior 0.000394 | BCE 0.459200 | auROC 0.8667:  20%|█▉        | 99/500 [50:06<3:19:57, 29.92s/it]
[VAL] Best epoch 100 | Best val score -0.866744 | DKL-prior 0.000394 | BCE 0.459200 | auROC 0.8667:  20%|█▉        | 99/500 [50:06<3:19:57, 29.92s/it]
[VAL] Best epoch 100 | Best val score -0.866744 | DKL-prior 0.000394 | BCE 0.459200 | auROC 0.8667:  20%|██        | 100/500 [50:06<3:19:24, 29.91s/it]
[VAL] Best epoch 100 | Best val score -0.866744 | DKL-prior 0.000394 | BCE 0.459200 | auROC 0.8667:  20%|██        | 101/500 [50:36<3:19:09, 29.95s/it]
[VAL] Best epoch 100 | Best val score -0.866744 | DKL-prior 0.000394 | BCE 0.459200 | auROC 0.8667:  20%|██        | 102/500 [51:06<3:18:47, 29.97s/it]
[VAL] Best epoch 100 | Best val score -0.866744 | DKL-prior 0.000394 | BCE 0.459200 | auROC 0.8667:  21%|██        | 103/500 [51:36<3:18:24, 29.99s/it]
[VAL] Best epoch 100 | Best val score -0.866744 | DKL-prior 0.000394 | BCE 0.459200 | auROC 0.8667:  21%|██        | 104/500 [52:06<3:18:38, 30.10s/it]
[VAL] Best epoch 100 | Best val score -0.866744 | DKL-prior 0.000394 | BCE 0.459200 | auROC 0.8667:  21%|██        | 105/500 [52:36<3:18:17, 30.12s/it]
[VAL] Best epoch 106 | Best val score -0.869248 | DKL-prior 0.000419 | BCE 0.467645 | auROC 0.8692:  21%|██        | 105/500 [53:06<3:18:17, 30.12s/it]
[VAL] Best epoch 106 | Best val score -0.869248 | DKL-prior 0.000419 | BCE 0.467645 | auROC 0.8692:  21%|██        | 105/500 [53:06<3:18:17, 30.12s/it]
[VAL] Best epoch 106 | Best val score -0.869248 | DKL-prior 0.000419 | BCE 0.467645 | auROC 0.8692:  21%|██        | 106/500 [53:06<3:17:11, 30.03s/it]
[VAL] Best epoch 106 | Best val score -0.869248 | DKL-prior 0.000419 | BCE 0.467645 | auROC 0.8692:  21%|██▏       | 107/500 [53:35<3:15:20, 29.82s/it]
[VAL] Best epoch 106 | Best val score -0.869248 | DKL-prior 0.000419 | BCE 0.467645 | auROC 0.8692:  22%|██▏       | 108/500 [54:05<3:15:14, 29.88s/it]
[VAL] Best epoch 106 | Best val score -0.869248 | DKL-prior 0.000419 | BCE 0.467645 | auROC 0.8692:  22%|██▏       | 109/500 [54:35<3:14:43, 29.88s/it]
[VAL] Best epoch 106 | Best val score -0.869248 | DKL-prior 0.000419 | BCE 0.467645 | auROC 0.8692:  22%|██▏       | 110/500 [55:05<3:14:05, 29.86s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  22%|██▏       | 110/500 [55:35<3:14:05, 29.86s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  22%|██▏       | 110/500 [55:35<3:14:05, 29.86s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  22%|██▏       | 111/500 [55:35<3:14:07, 29.94s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  22%|██▏       | 112/500 [56:05<3:13:27, 29.92s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  23%|██▎       | 113/500 [56:35<3:11:58, 29.76s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  23%|██▎       | 114/500 [57:05<3:11:57, 29.84s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  23%|██▎       | 115/500 [57:34<3:11:13, 29.80s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  23%|██▎       | 116/500 [58:04<3:10:35, 29.78s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  23%|██▎       | 117/500 [58:34<3:10:39, 29.87s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  24%|██▎       | 118/500 [59:04<3:10:17, 29.89s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  24%|██▍       | 119/500 [59:34<3:10:12, 29.95s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  24%|██▍       | 120/500 [1:00:04<3:09:52, 29.98s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  24%|██▍       | 121/500 [1:00:34<3:09:45, 30.04s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  24%|██▍       | 122/500 [1:01:04<3:08:58, 30.00s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  25%|██▍       | 123/500 [1:01:34<3:08:24, 29.99s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  25%|██▍       | 124/500 [1:02:04<3:08:00, 30.00s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  25%|██▌       | 125/500 [1:02:34<3:07:45, 30.04s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  25%|██▌       | 126/500 [1:03:04<3:07:22, 30.06s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  25%|██▌       | 127/500 [1:03:34<3:06:31, 30.00s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  26%|██▌       | 128/500 [1:04:04<3:06:04, 30.01s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  26%|██▌       | 129/500 [1:04:34<3:05:36, 30.02s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  26%|██▌       | 130/500 [1:05:04<3:05:10, 30.03s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  26%|██▌       | 131/500 [1:05:34<3:04:36, 30.02s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  26%|██▋       | 132/500 [1:06:04<3:04:02, 30.01s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  27%|██▋       | 133/500 [1:06:34<3:03:35, 30.01s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  27%|██▋       | 134/500 [1:07:04<3:03:06, 30.02s/it]
[VAL] Best epoch 111 | Best val score -0.872165 | DKL-prior 0.000525 | BCE 0.457484 | auROC 0.8722:  27%|██▋       | 135/500 [1:07:34<3:02:14, 29.96s/it]
[VAL] Best epoch 136 | Best val score -0.875340 | DKL-prior 0.000447 | BCE 0.462018 | auROC 0.8753:  27%|██▋       | 135/500 [1:08:04<3:02:14, 29.96s/it]
[VAL] Best epoch 136 | Best val score -0.875340 | DKL-prior 0.000447 | BCE 0.462018 | auROC 0.8753:  27%|██▋       | 135/500 [1:08:04<3:02:14, 29.96s/it]
[VAL] Best epoch 136 | Best val score -0.875340 | DKL-prior 0.000447 | BCE 0.462018 | auROC 0.8753:  27%|██▋       | 136/500 [1:08:04<3:00:37, 29.77s/it]
[VAL] Best epoch 136 | Best val score -0.875340 | DKL-prior 0.000447 | BCE 0.462018 | auROC 0.8753:  27%|██▋       | 137/500 [1:08:33<2:59:46, 29.71s/it]
[VAL] Best epoch 136 | Best val score -0.875340 | DKL-prior 0.000447 | BCE 0.462018 | auROC 0.8753:  28%|██▊       | 138/500 [1:09:03<2:59:02, 29.68s/it]
[VAL] Best epoch 136 | Best val score -0.875340 | DKL-prior 0.000447 | BCE 0.462018 | auROC 0.8753:  28%|██▊       | 139/500 [1:09:33<2:58:41, 29.70s/it]
[VAL] Best epoch 136 | Best val score -0.875340 | DKL-prior 0.000447 | BCE 0.462018 | auROC 0.8753:  28%|██▊       | 140/500 [1:10:03<2:58:56, 29.82s/it]
[VAL] Best epoch 136 | Best val score -0.875340 | DKL-prior 0.000447 | BCE 0.462018 | auROC 0.8753:  28%|██▊       | 141/500 [1:10:32<2:58:07, 29.77s/it]
[VAL] Best epoch 136 | Best val score -0.875340 | DKL-prior 0.000447 | BCE 0.462018 | auROC 0.8753:  28%|██▊       | 142/500 [1:11:02<2:57:58, 29.83s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  28%|██▊       | 142/500 [1:11:32<2:57:58, 29.83s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  28%|██▊       | 142/500 [1:11:32<2:57:58, 29.83s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  29%|██▊       | 143/500 [1:11:32<2:56:26, 29.65s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  29%|██▉       | 144/500 [1:12:01<2:56:20, 29.72s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  29%|██▉       | 145/500 [1:12:31<2:56:25, 29.82s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  29%|██▉       | 146/500 [1:13:02<2:56:24, 29.90s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  29%|██▉       | 147/500 [1:13:31<2:56:01, 29.92s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  30%|██▉       | 148/500 [1:14:01<2:55:20, 29.89s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  30%|██▉       | 149/500 [1:14:31<2:54:30, 29.83s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  30%|███       | 150/500 [1:15:01<2:54:12, 29.86s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  30%|███       | 151/500 [1:15:31<2:54:05, 29.93s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  30%|███       | 152/500 [1:16:01<2:54:00, 30.00s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  31%|███       | 153/500 [1:16:31<2:53:38, 30.02s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  31%|███       | 154/500 [1:17:01<2:53:26, 30.08s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  31%|███       | 155/500 [1:17:31<2:52:50, 30.06s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  31%|███       | 156/500 [1:18:02<2:52:22, 30.07s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  31%|███▏      | 157/500 [1:18:32<2:51:45, 30.05s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  32%|███▏      | 158/500 [1:19:02<2:51:07, 30.02s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  32%|███▏      | 159/500 [1:19:31<2:50:03, 29.92s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  32%|███▏      | 160/500 [1:20:01<2:49:57, 29.99s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  32%|███▏      | 161/500 [1:20:31<2:49:39, 30.03s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  32%|███▏      | 162/500 [1:21:02<2:49:07, 30.02s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  33%|███▎      | 163/500 [1:21:31<2:48:03, 29.92s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  33%|███▎      | 164/500 [1:22:01<2:47:13, 29.86s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  33%|███▎      | 165/500 [1:22:30<2:46:12, 29.77s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  33%|███▎      | 166/500 [1:23:00<2:46:07, 29.84s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  33%|███▎      | 167/500 [1:23:31<2:45:56, 29.90s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  34%|███▎      | 168/500 [1:24:01<2:45:41, 29.94s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  34%|███▍      | 169/500 [1:24:31<2:45:20, 29.97s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  34%|███▍      | 170/500 [1:25:00<2:44:22, 29.89s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  34%|███▍      | 171/500 [1:25:30<2:44:16, 29.96s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  34%|███▍      | 172/500 [1:26:00<2:43:32, 29.92s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  35%|███▍      | 173/500 [1:26:30<2:42:51, 29.88s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  35%|███▍      | 174/500 [1:27:00<2:42:22, 29.88s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  35%|███▌      | 175/500 [1:27:30<2:42:02, 29.92s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  35%|███▌      | 176/500 [1:28:00<2:41:47, 29.96s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  35%|███▌      | 177/500 [1:28:30<2:41:11, 29.94s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  36%|███▌      | 178/500 [1:28:59<2:39:48, 29.78s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  36%|███▌      | 179/500 [1:29:28<2:38:24, 29.61s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  36%|███▌      | 180/500 [1:29:58<2:37:52, 29.60s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  36%|███▌      | 181/500 [1:30:28<2:37:24, 29.61s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  36%|███▋      | 182/500 [1:30:57<2:36:26, 29.52s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  37%|███▋      | 183/500 [1:31:27<2:36:08, 29.55s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  37%|███▋      | 184/500 [1:31:56<2:35:36, 29.55s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  37%|███▋      | 185/500 [1:32:26<2:35:10, 29.56s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  37%|███▋      | 186/500 [1:32:56<2:35:20, 29.68s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  37%|███▋      | 187/500 [1:33:25<2:34:58, 29.71s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  38%|███▊      | 188/500 [1:33:55<2:34:51, 29.78s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  38%|███▊      | 189/500 [1:34:25<2:34:26, 29.80s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  38%|███▊      | 190/500 [1:34:55<2:33:57, 29.80s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  38%|███▊      | 191/500 [1:35:25<2:33:59, 29.90s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  38%|███▊      | 192/500 [1:35:55<2:33:50, 29.97s/it]
[VAL] Best epoch 143 | Best val score -0.878155 | DKL-prior 0.000504 | BCE 0.473323 | auROC 0.8782:  38%|███▊      | 192/500 [1:36:26<2:34:41, 30.14s/it]
