
  0%|          | 0/500 [00:00<?, ?it/s]
[VAL] Best epoch 1 | Best val score -0.623350 | DKL-prior 0.000159 | BCE 0.671600 | auROC 0.6233:   0%|          | 0/500 [00:32<?, ?it/s]
[VAL] Best epoch 89 | Best val score -0.870573 | DKL-prior 0.000421 | BCE 0.457633 | auROC 0.8706:  18%|█▊        | 88/500 [45:00<3:28:28, 30.36s/it]
[VAL] Best epoch 89 | Best val score -0.870573 | DKL-prior 0.000421 | BCE 0.457633 | auROC 0.8706:  18%|█▊        | 88/500 [45:00<3:28:28, 30.36s/it]
[VAL] Best epoch 89 | Best val score -0.870573 | DKL-prior 0.000421 | BCE 0.457633 | auROC 0.8706:  18%|█▊        | 89/500 [45:00<3:27:33, 30.30s/it]
[VAL] Best epoch 90 | Best val score -0.874116 | DKL-prior 0.000490 | BCE 0.458188 | auROC 0.8741:  18%|█▊        | 89/500 [45:31<3:27:33, 30.30s/it]
[VAL] Best epoch 90 | Best val score -0.874116 | DKL-prior 0.000490 | BCE 0.458188 | auROC 0.8741:  18%|█▊        | 89/500 [45:31<3:27:33, 30.30s/it]
[VAL] Best epoch 90 | Best val score -0.874116 | DKL-prior 0.000490 | BCE 0.458188 | auROC 0.8741:  18%|█▊        | 90/500 [45:31<3:27:16, 30.33s/it]
[VAL] Best epoch 90 | Best val score -0.874116 | DKL-prior 0.000490 | BCE 0.458188 | auROC 0.8741:  18%|█▊        | 91/500 [46:01<3:26:45, 30.33s/it]
[VAL] Best epoch 92 | Best val score -0.877314 | DKL-prior 0.000434 | BCE 0.448782 | auROC 0.8773:  18%|█▊        | 91/500 [46:31<3:26:45, 30.33s/it]
[VAL] Best epoch 92 | Best val score -0.877314 | DKL-prior 0.000434 | BCE 0.448782 | auROC 0.8773:  18%|█▊        | 91/500 [46:31<3:26:45, 30.33s/it]
[VAL] Best epoch 92 | Best val score -0.877314 | DKL-prior 0.000434 | BCE 0.448782 | auROC 0.8773:  18%|█▊        | 92/500 [46:31<3:26:22, 30.35s/it]
[VAL] Best epoch 92 | Best val score -0.877314 | DKL-prior 0.000434 | BCE 0.448782 | auROC 0.8773:  19%|█▊        | 93/500 [47:01<3:25:19, 30.27s/it]
[VAL] Best epoch 92 | Best val score -0.877314 | DKL-prior 0.000434 | BCE 0.448782 | auROC 0.8773:  19%|█▉        | 94/500 [47:32<3:25:26, 30.36s/it]
[VAL] Best epoch 92 | Best val score -0.877314 | DKL-prior 0.000434 | BCE 0.448782 | auROC 0.8773:  19%|█▉        | 95/500 [48:02<3:24:37, 30.32s/it]
[VAL] Best epoch 96 | Best val score -0.877741 | DKL-prior 0.000482 | BCE 0.449086 | auROC 0.8777:  19%|█▉        | 95/500 [48:32<3:24:37, 30.32s/it]
[VAL] Best epoch 96 | Best val score -0.877741 | DKL-prior 0.000482 | BCE 0.449086 | auROC 0.8777:  19%|█▉        | 95/500 [48:32<3:24:37, 30.32s/it]
[VAL] Best epoch 96 | Best val score -0.877741 | DKL-prior 0.000482 | BCE 0.449086 | auROC 0.8777:  19%|█▉        | 96/500 [48:32<3:23:00, 30.15s/it]
[VAL] Best epoch 96 | Best val score -0.877741 | DKL-prior 0.000482 | BCE 0.449086 | auROC 0.8777:  19%|█▉        | 97/500 [49:02<3:22:37, 30.17s/it]
[VAL] Best epoch 96 | Best val score -0.877741 | DKL-prior 0.000482 | BCE 0.449086 | auROC 0.8777:  20%|█▉        | 98/500 [49:33<3:22:29, 30.22s/it]
[VAL] Best epoch 99 | Best val score -0.879405 | DKL-prior 0.000544 | BCE 0.444041 | auROC 0.8794:  20%|█▉        | 98/500 [50:03<3:22:29, 30.22s/it]
[VAL] Best epoch 99 | Best val score -0.879405 | DKL-prior 0.000544 | BCE 0.444041 | auROC 0.8794:  20%|█▉        | 98/500 [50:03<3:22:29, 30.22s/it]
[VAL] Best epoch 99 | Best val score -0.879405 | DKL-prior 0.000544 | BCE 0.444041 | auROC 0.8794:  20%|█▉        | 99/500 [50:03<3:21:56, 30.22s/it]
[VAL] Best epoch 99 | Best val score -0.879405 | DKL-prior 0.000544 | BCE 0.444041 | auROC 0.8794:  20%|██        | 100/500 [50:33<3:21:34, 30.24s/it]
[VAL] Best epoch 99 | Best val score -0.879405 | DKL-prior 0.000544 | BCE 0.444041 | auROC 0.8794:  20%|██        | 101/500 [51:03<3:21:15, 30.27s/it]
[VAL] Best epoch 99 | Best val score -0.879405 | DKL-prior 0.000544 | BCE 0.444041 | auROC 0.8794:  20%|██        | 102/500 [51:34<3:20:51, 30.28s/it]
[VAL] Best epoch 99 | Best val score -0.879405 | DKL-prior 0.000544 | BCE 0.444041 | auROC 0.8794:  21%|██        | 103/500 [52:04<3:20:22, 30.28s/it]
[VAL] Best epoch 99 | Best val score -0.879405 | DKL-prior 0.000544 | BCE 0.444041 | auROC 0.8794:  21%|██        | 104/500 [52:34<3:20:21, 30.36s/it]
[VAL] Best epoch 99 | Best val score -0.879405 | DKL-prior 0.000544 | BCE 0.444041 | auROC 0.8794:  21%|██        | 105/500 [53:05<3:19:37, 30.32s/it]
[VAL] Best epoch 99 | Best val score -0.879405 | DKL-prior 0.000544 | BCE 0.444041 | auROC 0.8794:  21%|██        | 106/500 [53:35<3:19:21, 30.36s/it]
[VAL] Best epoch 107 | Best val score -0.879447 | DKL-prior 0.000392 | BCE 0.445791 | auROC 0.8794:  21%|██        | 106/500 [54:05<3:19:21, 30.36s/it]
[VAL] Best epoch 107 | Best val score -0.879447 | DKL-prior 0.000392 | BCE 0.445791 | auROC 0.8794:  21%|██        | 106/500 [54:05<3:19:21, 30.36s/it]
[VAL] Best epoch 107 | Best val score -0.879447 | DKL-prior 0.000392 | BCE 0.445791 | auROC 0.8794:  21%|██▏       | 107/500 [54:05<3:18:33, 30.31s/it]
[VAL] Best epoch 107 | Best val score -0.879447 | DKL-prior 0.000392 | BCE 0.445791 | auROC 0.8794:  22%|██▏       | 108/500 [54:36<3:17:54, 30.29s/it]
[VAL] Best epoch 107 | Best val score -0.879447 | DKL-prior 0.000392 | BCE 0.445791 | auROC 0.8794:  22%|██▏       | 109/500 [55:06<3:17:43, 30.34s/it]
[VAL] Best epoch 107 | Best val score -0.879447 | DKL-prior 0.000392 | BCE 0.445791 | auROC 0.8794:  22%|██▏       | 110/500 [55:37<3:17:41, 30.42s/it]
[VAL] Best epoch 107 | Best val score -0.879447 | DKL-prior 0.000392 | BCE 0.445791 | auROC 0.8794:  22%|██▏       | 111/500 [56:07<3:17:15, 30.43s/it]
[VAL] Best epoch 107 | Best val score -0.879447 | DKL-prior 0.000392 | BCE 0.445791 | auROC 0.8794:  22%|██▏       | 112/500 [56:37<3:16:22, 30.37s/it]
[VAL] Best epoch 113 | Best val score -0.880324 | DKL-prior 0.000480 | BCE 0.450884 | auROC 0.8803:  22%|██▏       | 112/500 [57:08<3:16:22, 30.37s/it]
[VAL] Best epoch 113 | Best val score -0.880324 | DKL-prior 0.000480 | BCE 0.450884 | auROC 0.8803:  22%|██▏       | 112/500 [57:08<3:16:22, 30.37s/it]
[VAL] Best epoch 113 | Best val score -0.880324 | DKL-prior 0.000480 | BCE 0.450884 | auROC 0.8803:  23%|██▎       | 113/500 [57:08<3:15:45, 30.35s/it]
[VAL] Best epoch 113 | Best val score -0.880324 | DKL-prior 0.000480 | BCE 0.450884 | auROC 0.8803:  23%|██▎       | 114/500 [57:38<3:15:44, 30.43s/it]
[VAL] Best epoch 113 | Best val score -0.880324 | DKL-prior 0.000480 | BCE 0.450884 | auROC 0.8803:  23%|██▎       | 115/500 [58:09<3:15:08, 30.41s/it]
[VAL] Best epoch 113 | Best val score -0.880324 | DKL-prior 0.000480 | BCE 0.450884 | auROC 0.8803:  23%|██▎       | 116/500 [58:39<3:14:29, 30.39s/it]
[VAL] Best epoch 117 | Best val score -0.882105 | DKL-prior 0.000498 | BCE 0.440482 | auROC 0.8821:  23%|██▎       | 116/500 [59:09<3:14:29, 30.39s/it]
[VAL] Best epoch 117 | Best val score -0.882105 | DKL-prior 0.000498 | BCE 0.440482 | auROC 0.8821:  23%|██▎       | 116/500 [59:09<3:14:29, 30.39s/it]
[VAL] Best epoch 117 | Best val score -0.882105 | DKL-prior 0.000498 | BCE 0.440482 | auROC 0.8821:  23%|██▎       | 117/500 [59:09<3:14:11, 30.42s/it]
[VAL] Best epoch 117 | Best val score -0.882105 | DKL-prior 0.000498 | BCE 0.440482 | auROC 0.8821:  24%|██▎       | 118/500 [59:40<3:13:50, 30.45s/it]slurmstepd: error: *** JOB 24960682 ON exp-13-60 CANCELLED AT 2023-08-31T13:48:48 DUE TO TIME LIMIT ***
